channel_id,tier,wd_item,wd_class,label,country,reason,alt_of
UCsFjaBWoy4DwVxRwETX-zJQ,1,Q105296727,newspaper,Perspective,Belarus,topic,
UCsLrO-k2UYF5VGPluHRLg2A,1,Q136434469,newspaper,Real News,Greece,topic+title,
UCsN32BtMd0IoByjJRNF12cw,1,Q247869,mass media|news media|news program,60 Minutes,,topic+title,
UCsVZWCV-LutMa89JgR8-KGw,1,Q16733394,newspaper,Business Day,Nigeria,topic,
UCsZYUb8C_19bWOCKF9jRwSg,1,Q604525,newspaper,The Globe and Mail,Canada,topic+title,
UCs_xNajKMU60fbeIhcxStoA,1,Q4387375,mass media|news media|news website|newspaper|online newspaper|radio station,Azattyk,Kyrgyzstan,topic,
UCsph3s-7LZi2ZaaKdecDsaQ,1,Q137381615,newspaper,Telugu Vaadi TV,India,topic+title,
UCt-3MJ1V5CmAdU_MsGxJADg,1,Q120931664,mass media|news media|news website|newspaper|online newspaper,Vyorstka,Russia,topic,
UCt4hQN98wsganRoLcoScfUw,1,Q4663413,newspaper,Abante,,topic+title,
UCt4t-jeY85JegMlZ-E5UWtA,1,Q3396358,mass media|news media|television channel,Aaj Tak,India,topic+title,
UCt7k7y_xTkkc1Jeh7cdAjDQ,1,Q111978975,mass media|media company|news agency|news media|news website,SinEmbargo,Mexico,topic+title,
UCtJ4mlxwCaqFf23KsuOjcKQ,1,Q7054861,newspaper,North Coast Journal,United States,topic+title,
UCtJk8WNzhAu37r-QBmY7pRA,1,Q1230298,newspaper,La Croix,France,topic+title,
UCtTSYCBRRUStmL2oQLaqbDQ,1,Q20389499,newspaper,The New Arab,United Kingdom,topic+title,
UCtWWry0cgjWi9C0Ye9sh6og,1,Q16903296,mass media|news media|news website|newspaper|online newspaper,news.com.au,Australia,topic+title,
UCtaaO8SWt-9Y9fCWBS4bfHQ,1,Q111983046,newspaper,Q111983046,Belarus,topic,
UCteIrzfODZb4QsusQEpaEeg,1,Q137756361,mass media|news media|news website|newspaper|online newspaper,Q137756361,Angola,topic,
UCtk3CVOeFCUSDXBUow_ZJzA,1,Q309955,mass media|media company|news agency|news media,Awp Finanznachrichten,Switzerland,topic+title,
UCtlncJ34t2gqqZEWgqUdm5w,1,Q7269704,mass media|news media|news website|newspaper,Qué Pasa,United States,topic,
UCttMFq0uHUu-LKfYiWpEfwQ,1,Q132561277,mass media|media company|news agency|news media,Investigative Post,United States,topic+title,
UCtvU8QAYnxFGCH7v9-dUOYw,1,Q12847974,newspaper,Yeni Müsavat,Azerbaijan,topic+title,
UCtz9vZo12fpy-wV1JKBoFwA,1,Q125389603,newspaper,La Voz del Sur,Spain,topic,
UCu6O9MhKi6m7pgJcchrkxjA,1,Q120434736,mass media|news media|news website,All Israel News,Israel,topic+title,
UCu7qsdVTUWcI_PclOr8z51Q,1,Q22906666,mass media|news media,BBC Pashto,,topic+title,
UCu9AwrlzInpVr2fdN6d_OBg,1,Q7728725,magazine|mass media|newspaper,The Daily Texan,United States,topic+title,
UCuFFtHWoLl5fauMMD5Ww2jA,1,Q2931014,mass media|media company|news agency|news media|news website,CBC News,Canada,topic+title,
UCuLruQX4dTXn89WS9A3ccJg,1,Q697286,mass media|news media|news website|newspaper|online newspaper,Taiwan News,Taiwan,topic+title,
UCuTAXTexrhetbOe3zgskJBQ,1,Q11504671,mass media|news media|news website|television channel|television station,NTV News24,Japan,topic,
UCuXTBSSq9Zy8-K6aojC2g-Q,1,Q31213431,newspaper,Brestskaya Gazeta,Belarus,topic,
UCuXtvibaS4-y5oX7O8S51-w,1,Q125055397,mass media|news media|news website,Malaysia Post,,topic+title,
UCudaVg7_tLsKzdg0fWko2bg,1,Q130482759,mass media|news media|news website,Q130482759,United States,topic,
UCulMpldMEQVIM6PMc8sffyQ,1,Q104413855,mass media|news media|news website|newspaper|online newspaper,HuffPost Greece,Greece,topic+title,
UCun2Dl8daN--PBivgQJZn_w,1,Q21525554,mass media|news media|news website|newspaper|online newspaper,T24,Turkey,topic+title,
UCupvZG-5ko_eiXAupbDfxWw,1,Q48340,mass media|media company|news media|news program|news website|television channel|television station,CNN,United States,topic+title,
UCuyRsHZILrU7ZDIAbGASHdA,1,Q85806279,mass media|news media|news website|newspaper|online newspaper,ThePrint,India,topic+title,
UCuzoe7B4zeAKhdhcNKsQJ1w,1,Q110078778,newspaper,Dhaka Post,Bangladesh,topic+title,
UCv-OywQAsgCCIBo9C-oDFJw,1,Q125946974,mass media|news media|news website,Q125946974,Belgium,topic,
UCvAnclelY8eSq8GyPE19KTw,1,Q105638444,mass media|news media|news website,The National News Desk,,topic+title,
UCvCJXnvk9z14oVoEz_Le53Q,1,Q11324439,newspaper,Nikkey Shimbun,Brazil,topic,
UCvGFcGHY8-m3Dp-l5InP67g,1,Q136612442,mass media|media company|news agency|news media,ISKCON News,United States,topic+title,
UCvH2Z058LcWD3TwLGPHx5SA,1,Q113284092,mass media|news media|news website|newspaper|online newspaper,Real Time,Russia,topic,
UCvNnATyRccJk-qobf2icJlg,1,Q108393851,mass media|news media|news website,News 24/7,Greece,topic,
UCvQmPpU20hw1Trss_CVwaew,1,Q4483504,mass media|news media|news program,HaHadashot 13,,topic+title,
UCvS_93KzemYz-SqXT5slFFA,1,Q16252405,mass media|news media|news website|newspaper|online newspaper|radio station,Azadliq,Azerbaijan,topic,
UCvWW_MX25BSnpVElZX3vIgQ,1,Q10832592,mass media|news media|news website|newspaper|online newspaper,Việt Báo,Vietnam,topic,
UCvbex9jMX6WqPOcZt8DGDhg,1,Q109535593,newspaper,The Catholic Times,South Korea,topic,
UCvd1pcBIblzC_XTBoDHwGvw,1,Q4832400,mass media|media company|news agency|news media,Azerbaijan State News Agency,Azerbaijan,topic,
UCvgyWIKyLtdltfjSUAcM6EQ,1,Q7728661,newspaper,Independent Nigeria,Nigeria,topic+title,
UCvixJtaXuNdMPUGdOPcY8Ag,1,Q7729118,mass media|news media|news program,The David Pakman Show,,topic+title,
UCvkCtT-QitYADvrlixoQlZw,1,Q5017958,magazine|mass media|media company|news media|news website|newspaper|online newspaper,Caixin Media,People's Republic of China,topic+title,
UCvsU0EGXN7Su7MfNqcTGNHg,1,Q5915760,mass media|news media|news website|newspaper|online newspaper,infobae,Argentina,topic+title,
UCw3fku0sH3qA3c3pZeJwdAw,1,Q210534,mass media|news media|news website|newspaper|online newspaper,Daily Mail,United Kingdom,topic+title,
UCw4zJAalpT4febaMg-G8A2w,1,Q105977461,mass media|media company|news agency|news media|news website|newspaper|online newspaper,African Press Agency,Senegal,topic,
UCw572heLSpa-A1jBGFS80Aw,1,Q5124137,newspaper,Ciudad CCS,,topic+title,
UCw9z2d-rDfXEznu7BAiSfEQ,1,Q140374907,mass media|news media|news website,Vermont Daily Chronicle,United States,topic+title,
UCwBK7Cdk0wq8rCjxcvaoHzg,1,Q126888080,mass media|media company|news agency|news media,Argus News,India,topic+title,
UCwJXtk_1CKlCrh7YJDP2uPw,1,Q779730,mass media|media company|news agency|news media,Kyodo News,Japan,topic+title,
UCwWhs_6x42TyRM4Wstoq8HA,1,Q824192,mass media|news media|news program,The Daily Show,,topic+title,
UCwXewCWwaK1-yec8niJLrqg,1,Q2526385,mass media|news media|news website|newspaper|online newspaper,China Digital Times,United States,topic,
UCwd_6g5HiD0T9UAgbwPKiKw,1,Q108320646,mass media|news media|news website|newspaper|online newspaper,European Pravda,,topic,
UCweBO4bfRZgu33OMPYlehlg,1,Q912735,public broadcaster,Croatian Radiotelevision,Croatia,topic,
UCweazGp3k_3wHOCeTsQsyog,1,Q139270313,mass media|news media|news website|newspaper|online newspaper,il Napolista,Italy,topic+title,
UCwsXkG4LatsF7u_b8dU1p-w,1,Q119889397,newspaper,Banouto,Benin,topic+title,
UCwshB3pFGce9MXx5fNctfIw,1,Q131376063,mass media|news media|television channel,MiTV,Nigeria,topic+title,
UCwvYXsl5CRwUgEgX9LQIz2w,1,Q20823494,mass media|news media|news website|newspaper|online newspaper,Qafqazinfo,Azerbaijan,topic+title,
UCwww51YntaG3hUj-QlqWd8A,1,Q113654994,newspaper,Kwangju Daily,South Korea,topic,
UCx-OXbNC65Rn3v2VV4XxfDA,1,Q7932485,newspaper,Vineyard Gazette,United States,topic+title,
UCxRRM69jQ6x8m2_OIECPFDA,1,Q124170977,mass media|news media,Warta,Belarus,topic+title,
UCxWyU7ivxH_oE1ocuzaPLtg,1,Q126951383,mass media|news media|news website,Deduktif Indonesia,Indonesia,topic+title,
UCxaPn-OJIG6FY2oM1TB0ZSw,1,Q16962241,mass media|media company|news agency|news media,Asia-Plus,Tajikistan,topic+title,
UCxdpqtb0HIOdH7RGyfgmJbA,1,Q683816,mass media|media company|news agency|news media,Demirören News Agency,Turkey,topic+title,
UCxm0tptjIc76-i26EKQ9NpA,1,Q121141771,mass media|news media|news website|newspaper|online newspaper,InfoMoney,Brazil,topic+title,
UCxshhzR907v2w6DjICyAgLQ,1,Q64821996,mass media|media company|news agency|news media,Q64821996,Italy,topic,
UCxwiLCHJh-UmXyFFVR_BEKg,1,Q424967,newspaper,Al-Ahram Weekly,Egypt,topic,
UCxy9pdKhihF_JfFNkkJkmkw,1,Q12205263,newspaper,Almal News,Egypt,topic,
UCyAQQG0yIdY7uHCTmH4cUMw,1,Q3394943,newspaper,Atlántico Diario,Spain,topic+title,
UCyIMsCzDRm8_y_6wM26_PWQ,1,Q1973495,mass media|media company|news agency|news media|public broadcaster,TVRI,Indonesia,topic+title,
UCyTDJHSzuKZ2JZO41c5Do1A,1,Q137460576,mass media|media company|news agency|news media,Radio Ozodi,,topic,
UCyUr8PM0PFwYQAy5yUPH36Q,1,Q3113375,mass media|media company|news agency|news media|public broadcaster,Radio Republik Indonesia,Indonesia,topic,
UCyYXLQJvKsiq3-5De9hJwrg,1,Q108170523,mass media|media company|news agency|news media,Fergana,Russia,topic,
UCycCFH064HuwU1MQVY5l4gw,1,Q1809743,newspaper,Jobat,Belgium,topic+title,
UCyjsEEv1m_h7djEWyiqen9A,1,Q5287621,mass media|news media|news website|newspaper|online newspaper,Document.no,Norway,topic+title,
UCypAIPkMIuQCIxThipZTjsA,1,Q131703827,newspaper,Q131703827,,topic,
UCyscVWiJELkATSuU-RF2NLg,1,Q287331,mass media|public broadcaster|television channel|television station,Alhurra,United States,topic+title,
UCywzC-uE_4uVMDIan9Av5uQ,1,Q1665444,mass media|media company|news agency|news media,The New Humanitarian,Kenya,topic+title,
UCyzTvWz9OiTZ9ZpFAH5vYMg,1,Q55668522,newspaper,Stigler News Sentinel,United States,topic+title,
UCz8FnLDbCO0tFAMRM72cMkQ,1,Q57768245,mass media|news media|news website|newspaper|online newspaper,La Posta,Ecuador,topic+title,
UCz8K1occVvDTYDfFo7N5EZw,1,Q104007059,mass media|news media|news website,Law & Crime,United States,topic+title,
UCzI8K9xO_5E-4iCP7Km6cRQ,1,Q113977266,mass media|news media,Just the News by Faye D'Souza,India,topic+title,
UCzNoqZgw9dyxyJgFhFjVXrg,1,Q97050216,magazine|mass media|newspaper,The News Record,United States,topic+title,
UCzSTG-QwiLgCDBPhMVkc6zA,1,Q138042483,mass media|news media,Digital Business,,topic+title,
UCzV4UxUG1l7KyQUwD489XEQ,1,Q125822421,mass media|news media|news website|newspaper|online newspaper,NoticiasTrabajo,Spain,topic+title,
UCzb4UwTNHh9QWcfLAk8tpbQ,1,Q623642,newspaper,Jeonnam Ilbo,South Korea,topic,
UCzlTj24m5rzJp6ys4d0A1vg,1,Q3523400,newspaper,The Witness,,topic+title,
UC-5Cl2mUOyNsP9QL_QLOubw,2,Q16985935,newspaper,Independent Record,United States,topic+title:stale,
UC-CyuqMOY2XvUFRmeHoABog,2,Q137672641,journalist,"Safar, ʿAlī",FR,topic+title:politics,
UC-ElK1fYXi9TyVuu5PACu6w,2,Q55671302,newspaper,Herald-Progress,United States,topic+title:stale,
UC-H0xcNB9akbbnpv5GPcQjA,2,Q651079,newspaper,Critica Sociale,Italy,topic:stale,
UC-MURA-h1FJ4eSH9m0n5rlg,2,Q16926790,mass media|news media|news website|newspaper|online newspaper,All About Macau Media,People's Republic of China,topic:stale,
UC-QGZ1DZTPfPV_-WZekRODw,2,Q114404304,journalist,Mateusz Lachowski,PL,topic+title:politics,
UC-SbbweEB5v30apY_SEUPZw,2,Q124515561,magazine|mass media|media company|news agency|news media,Q124515561,Russia,topic:stale,
UC-W3IJVXkwA7UyDH2HrNsNQ,2,Q4932044,journalist,Bob Cesca,US,topic:politics,
UC-_tNfeFV3bEG_7oGnWHA5w,2,Q671985,journalist,Arkady Babchenko,UA,topic:politics,
UC-okxtqx7St_dUMCRJABHZA,2,Q69582236,journalist,Sergey Smirnov,LT,topic:politics,
UC-q8URCNmX5Wg4R9kXtW4tg,2,Q1934595,journalist,Milena Preradovic,AT,topic+title:politics,
UC02cEPZDG5TR3jZmoRXBA-Q,2,Q124213483,journalist,Q124213483,PL,topic:politics,
UC0DmrM_4U2iDij_0HL2QkGA,2,Q112564277,journalist,Aleksandra Pawlicka,PL,topic+title:politics,
UC0DxvTiXozJoNZ9DWvdEfRg,2,Q125162955,journalist|pundit,Joie Cruz,,topic+title:politics,
UC0KwJ-ig7udwmMgGjZyR41A,2,Q22098683,journalist|pundit,Liu Zhongjing,US,topic+title:politics,
UC0NtthP4Klcigo6K0NHiA4Q,2,Q6772592,mass media|news media|news website|newspaper|online newspaper,nrg,Israel,topic:stale,
UC0OiowQ-fTqw3Kq3bfopO_Q,2,Q4482488,journalist,Tatiana Felgenhauer,DE,topic:politics,
UC0WMJMlQlj8DfPbcLD7Q8xQ,2,Q7270737,newspaper,Queens Chronicle,United States,topic+title:stale,
UC0ep54uOddkylldWbsYhU0Q,2,Q55667607,newspaper,Stillwater Gazette,United States,topic+title:stale,
UC0me5ERbRRsBZJBKfHiaBAw,2,Q8040397,newspaper,Wyoming Tribune Eagle,United States,topic+title:stale,
UC0ohdC9b6Kzq_WVn8yuKHtw,2,Q2826717,mass media|media company|news agency|news media,Agencia Boliviana de Información,Bolivia,topic+title:stale,
UC0p3rxtSGCnO-JjBz5bU5CQ,2,Q20963418|Q4160936,journalist|news presenter,Ekaterina Kotrikadze,LT,topic:politics,UCAvi0LVgGBl3kz1vS0I-ikA
UC0u96nGnEX5liM9S3vkN9YQ,2,Q15809236,mass media|news media|news website|newspaper|online newspaper,Fair Observer,United States,topic+title:stale,
UC1D_gmjBJtuC2n82t83yRiQ,2,Q4453395,magazine|mass media|news media|news website|newspaper|online newspaper,Theatre,,topic:stale,
UC1KN9IbNg4sWY7Oog_7Kb1A,2,Q107303525,journalist,Liam O'Dell,GB,topic+title:politics,
UC1VtxsaDHfPLY74NfrPJ2Mw,2,Q111479561,journalist,Jörg Wagner,DE,topic+title:politics,
UC1_4I-XQJL0NqfxOTvU5_JA,2,Q22681427,newspaper,Les Jours,France,topic+title:stale,
UC1eJbTQqf2AXQIiV2wTee-Q,2,Q28689871,journalist,Yoshirō Kamijima,JP,topic:politics,
UC1iOXwOqVa9n7bEuWveVlXw,2,Q7768079,newspaper,The Tampa Tribune,United States,topic:stale,
UC1picnNrbCquJ2OuywtiidA,2,Q9458723,journalist|pundit,Huang Wei-han,TW,topic:politics,
UC1sx9fpIKKs780MrgWH41JQ,2,Q12096008,mass media|media company|news agency|news media|news website|newspaper|online newspaper,Glavred,Ukraine,topic:stale:alt,UCBa_1UH2iRZGY9iv-wyFgOg
UC1yuv89ftFyDQ8Ibre7cRgg,2,Q110607502,journalist,Makhdoom Shahabuddin,SA,topic+title:politics,
UC2-KdIdgipjidRddgUVg3GQ,2,Q20067555,journalist,Vasyl Klymchuk,UA,topic:politics,
UC25GHmlU1I-zbNcZe7a-aiQ,2,Q6177096,journalist|pundit,Jemele Hill,US,topic+title:politics,
UC28Bhond5ekEiYnvvqSGmsA,2,Q4311278|Q4311282,journalist|pundit,Kirill Nabutov,LV,topic:politics,
UC2ANLdaaxYDftFR6wUaFQmg,2,Q5046300,journalist,Carrie Sheffield,United States,topic+title:politics:country_from_citizenship,
UC2AxhcmL0v0mJ4Gi-wKRwtg,2,Q41658677,mass media|news media|news website,TurkPress,,topic:stale,
UC2CuPAfR_LjyVOWD9dOmpvw,2,Q110619939,mass media|news media,Diario Rombe,Equatorial Guinea,topic+title:stale,
UC2JD79Om3ygzu3bw4KaMevg,2,Q113680822,journalist,Andrey Zakharov,BG,topic:politics,
UC2LeQ2qtFPg4YKsRT0KtT8Q,2,Q55671194,newspaper,Kingsville Record & Bishop News,United States,topic+title:stale,
UC2OzI3OHuqpXM6mtDESkj_A,2,Q107090046,YouTuber|blogger|journalist|pundit,Stefan Magnet,AT,topic+title:politics,
UC2Rp2gwFRnEXq5HjpzRWqBA,2,Q3680166,journalist,Claudio Pagliara,US,topic+title:politics,
UC2Uioh1tYQkNuHLSBpzdfCg,2,Q136465392,YouTuber|blogger|journalist|podcaster,Nick Shirley,US,topic+title:politics,
UC2ZOs7TIgeV6WNg_2wLZPFg,2,Q65617523,YouTuber|blogger|journalist|pundit,Yukihisa Oikawa,Japan,topic:politics:alt:country_from_citizenship,UCFm8u_ygHo24HeZCYygPygg
UC2jIwRTEH3gET9wLiKMIGCA,2,Q55665794,newspaper,La Prensa de Colorado,United States,topic+title:stale,
UC2oCPooK81DF_TKH7swTxdg,2,Q55666346,newspaper,N'West Iowa Review,United States,topic+title:stale,
UC2xtZvwc418WRtaXyPYI_kQ,2,Q98834025,newspaper,Q98834025,,topic:stale,
UC2yzmv8RP0PZLBH2aGirOIw,2,Q1977770,mass media|media company|news agency|news media,REGNUM News Agency,Russia,topic+title:stale,
UC323_FVc8rL1OrRTGYj8zaA,2,Q4884493,newspaper,Beloit Daily News,United States,topic+title:stale,
UC35BdvE8Q4G5nLo0X1nBW5w,2,Q115529304,journalist,Hiroshi Samejima,JP,topic+title:politics,
UC39KQ2njdknSCIFP6RZbc-A,2,Q8182017,journalist|pundit,Adam Wielomski,PL,topic+title:politics,
UC3PlWl0uYFsmkCR_e6AQFDQ,2,Q1865276,newspaper,Literaturnaya gazeta,Russia,topic:stale,
UC3PwhBnONeS45cVWgBKDLRQ,2,Q16466590,newspaper,Ouachita Citizen,United States,topic+title:stale,
UC3VSP4mYYXOin3TYqzF1kfg,2,Q1655152,magazine|mass media|newspaper,I Avgi,Greece,topic:stale,
UC3W2Pd4tItW2e73cSEpsuTA,2,Q15407400,journalist,Bernard Baissat,France,topic+title:politics:country_from_citizenship,
UC3qjfJZKWlMcUemRK8lH05Q,2,Q102109743,mass media|news media|news website|newspaper|online newspaper,Diario 16,Spain,topic:stale,
UC3qo7JmZOTcrW5q4X2yLoKg,2,Q55668509,newspaper,Guymon Daily Herald,United States,topic+title:stale,
UC3t9RlzgKlj6azxW3Dq8dPw,2,Q102347171,YouTuber|blogger|journalist,Emilio Doménech,ES,topic:politics,
UC3yg0uhbAzAffTFJeJ_Y74w,2,Q115492252,blogger|journalist,Kateryna Soliar,UA,topic:politics,
UC45uMIrZjl7K0OFBfvxsTYA,2,Q55671107,newspaper,Boerne Star,United States,topic+title:stale,
UC4GaxShD78cIXd8MvADYVFA,2,Q3606404,mass media|media company|news agency|news media,Agenparl,Italy,topic+title:stale,
UC4HkxN3-j-bQVd_1ZZKOqSA,2,Q7753897,newspaper,The News-Press,,topic+title:stale,
UC4U-Bz5I-jttkLO4XktpXOQ,2,Q9375652,YouTuber|blogger|journalist,Q9375652,Poland,topic:politics:country_from_citizenship,
UC4bX4PkjQY4zmMoB3vKFBoA,2,Q11524941,media company|newspaper,Q11524941,Japan,topic:stale,
UC4kPIfdCZrPqoQ94m6-eFsg,2,Q3088778,journalist,Sorayudth Sutadsanajinda,TH,topic:politics,
UC4r1W7zRWDalyStkQN0kCEQ,2,Q116820696,mass media|news media|news website,Iowa Starting Line,,topic+title:stale,
UC4s7NecsQ6e3qFrV_v82iyQ,2,Q115120758,mass media|news media|news website,Reckon,,topic+title:stale,
UC4za1vGDALrUO1klVR_lrjA,2,Q11073854,mass media|news media|news website,Macau Concealers,People's Republic of China,topic+title:stale,
UC51OVhr-GUo6JsA9hgOcrsw,2,Q109647691,mass media|news media|news website|newspaper|online newspaper,Kepripedia.com,Indonesia,topic:stale,
UC51tdP7wepAyyMiwz8Cjgtg,2,Q20541350,mass media|news media|news website|newspaper|online newspaper,Q20541350,Spain,topic:stale,
UC59gAour7e2T_aCWBRxedoA,2,Q6903280,journalist,Lior Schleien,IL,topic+title:politics,
UC5X3kJorIx55tOJQ9283tkg,2,Q11551460,journalist,Akira Ikegami,JP,topic:politics,
UC5YLq0V8CxOSmv7CXGHxn1w,2,Q28924705,journalist,Ibéyise Pacheco,ES,topic+title:politics,
UC5a-QtRvcBzRMvNIIRPMrow,2,Q55671085,newspaper,Tullahoma News,United States,topic+title:stale,
UC5k4fQj-z0jEQBpd-VFwbIw,2,Q22909173,mass media|news media|news website,Independent Journal Review,United States,topic+title:stale,
UC5wRw_R3kzwV5zGe7kzec8A,2,Q4346241,columnist|journalist|pundit,Sergey Parkhomenko,GR,topic:politics,
UC61qQBrHiNKprDXW5ZnLPyQ,2,Q454388,blogger|columnist|journalist|pundit,Michelle Malkin,US,topic+title:politics,
UC6DCMToRKq5f7UaS1TqrloQ,2,Q5053161,newspaper,Catholic Family News,,topic:stale,
UC6RYT0kcxYh_u8OJoAaF1Pg,2,Q1557005,journalist,Alexander Kissler,DE,topic+title:politics,
UC6VqhWxzlgWu0gw8itpWDQA,2,Q7165811,newspaper,People's Voice,Canada,topic+title:stale,
UC6axWf759Oo_D40xgV-Qj9Q,2,Q3616034,journalist,Andrea Scanzi,Italy,topic+title:politics:country_from_citizenship,
UC6fvGZwH4OKNrd6P07O5pug,2,Q111476283,mass media|news media|news website|newspaper|online newspaper,Crónica viva,Peru,topic+title:stale,
UC6lNHvvDlfhKq_q7zERlvDg,2,Q88243166,journalist,Darvinson Rojas,US,topic+title:politics,
UC6v7PGUSJlCOh45aqVXFnMg,2,Q55665822,newspaper,Greeley Tribune,United States,topic+title:stale,
UC6wdP5hTf_phre6Q3kFiV2g,2,Q2345201,journalist,Tommy Robinson,GB,topic+title:politics,
UC71KBjTx2nIxnG9n1GtWa_Q,2,Q59209902,journalist,Mimi Mefo Takambou,DE,topic+title:politics,
UC79w55nWoHLrhQuB1p_HYdQ,2,Q55666707,newspaper,Daily Journal of Johnson Co.,United States,topic:stale,
UC7CJXNiWzI2xpO9UyYlgBZw,2,Q6550788,newspaper,Lincoln Journal Star,United States,topic+title:stale,
UC7EMCGgN7ziSxYsNxX2iXgw,2,Q7370099,newspaper,Roswell Daily Record,United States,topic+title:stale,
UC7GAn_JoERCuIIL5gVIunJw,2,Q30314340,mass media|news media|news website,Genetic Literacy Project,,topic+title:stale,
UC7Jm0X3mfGf4RotnN4KpQUA,2,Q11410571,journalist,Osamu Sorimachi,JP,topic:politics,
UC7LSrRnB3_4JsvixyR9D3fw,2,Q477719,mass media|news media|news website|newspaper|online newspaper,Today,Singapore,topic:stale,
UC7N4N58I5bw6PK222hxgOdw,2,Q19270088,journalist,Wojciech Boliński,Poland,topic:politics:country_from_citizenship,
UC7Qj3hOJFnCegbv1H7QdNPA,2,Q6968479,journalist,Natasha Mozgovaya,US,topic+title:politics,
UC7RswyY8VfbSdikz_8wdp3w,2,Q107630118,YouTuber|blogger|journalist|pundit,Szymon Pękala,PL,topic:politics,UCnUrMqV57fp3uPddvmDpTaA
UC7_xt9JfLN2rUVXcVeCw8Ow,2,Q81939561,journalist|news presenter,Basheer Al-Harethi,Yemen,topic+title:politics:country_from_citizenship,
UC7cUnTzBpxsNSrol25L1i-Q,2,Q4662648,journalist,Aarti Pole,Canada,topic+title:politics:country_from_citizenship,
UC7ivXUYaRoZb5WDLKksETUA,2,Q1241820,journalist|pundit,Róbert Puzsér,HU,topic+title:politics,
UC7wqeVwzexXNUb25RqxtoeA,2,Q4276086,YouTuber|blogger|journalist,Maxim Kalashnikov,Russia,topic:politics:country_from_citizenship,
UC84_ECMuDJb7Lx7caxpwl7g,2,Q135536143,journalist,Sarah Maria Sander,DE,topic+title:politics,
UC8FxY9BFQjrHcpq4N7pZiJQ,2,Q5822109,newspaper,El Hispano News,,topic+title:stale,
UC8HjOxNTUtjmCTA-RM22u_w,2,Q50228807,mass media|news media|news website|newspaper|online newspaper,Resett,Norway,topic+title:stale,
UC8YbZ8I22SJW-lNTBgWktWA,2,Q12220357,newspaper,Sawt Al-Umma,Egypt,topic:stale,
UC8iq6rZlCpoOc3LtYcgetNw,2,Q16920498,mass media|news media|news website,NC Newsline,United States,topic+title:stale,
UC8mRxS6Xf3mJ8ID6SEQMBlA,2,Q110754911,journalist,Olga Lambea Martínez,ES,topic+title:politics,
UC8ouM9KEOtuYbROTey3gC8Q,2,Q11430175,newspaper,Yukan Fuji,,topic:stale,
UC8rSi_F-VkoWIBrwCFRE2vQ,2,Q55666828,newspaper,Chanute Tribune,United States,topic+title:stale,
UC94hs-dlRxj2VVPqLBJGfAg,2,Q125145739,journalist,Q125145739,UA,topic:politics,
UC9Bs2iskyEZRDsm_PUSTkCg,2,Q18662495,magazine|mass media|newspaper,Turun ylioppilaslehti,,topic:stale,
UC9EmKPhaMDN3fJnB-JeYM4w,2,Q55666552,newspaper,Metropolis Planet,United States,topic:stale,
UC9FGRVbVcH56NQOO-As4keQ,2,Q128636016,journalist,Pepijn Nagtzaam,Kingdom of the Netherlands,topic+title:politics:country_from_citizenship,
UC9KnnsPALO7nmNNXSgHFHcg,2,Q4446871,journalist,Aleksey Sukhanov,UA,topic:politics,
UC9MNSaFNnZVlo21a0tIS5ww,2,Q6382196,newspaper,Kearney Hub,United States,topic+title:stale,
UC9NTV0QyCBk_gCVV9bIlBSQ,2,Q112605083,mass media|news media|news website|newspaper|online newspaper,Q112605083,,topic:stale,
UC9S-gUeTkvzkgYJS7iLMeug,2,Q131441222,journalist|pundit,Jojo de Guzman,HK,topic+title:politics,
UC9ZrLNimYRG6X4EOarWHGzg,2,Q4470398,newspaper,Ukraina Moloda,Ukraine,topic:stale,
UC9fH9JwGHpyGhFG6mffWbdQ,2,Q56405237,mass media|news media|news website|newspaper|online newspaper,Ekte Nyheter,Norway,topic+title:stale,
UC9hiKy1So1wi54tSmNK7XdQ,2,Q55665685,newspaper,Asian Journal San Diego,United States,topic+title:stale,
UC9juKTpKHyVD6OHi4EklKLA,2,Q112576888,mass media|news media|news website|newspaper|online newspaper,Maduradas,Venezuela,topic+title:stale,
UC9n1pQnlPpem84bbDT-Mj8Q,2,Q136443583,journalist,Karla Ramírez,PE,topic+title:politics,
UC9zLkAK7q9aLjcfeiSlsX8w,2,Q55667643,newspaper,Douglas County Herald,United States,topic+title:stale,
UC9zRB_xpaSpJxofUrltx1xQ,2,Q111523791,journalist,Żurnalista,PL,topic:politics,
UCA5XlHqBtKD7gkeEa_MLklQ,2,Q16992306,newspaper,El Nuevo Georgia,United States,topic:stale,
UCA6QQVFTqK181mVVzN0AC6Q,2,Q19599801,newspaper,Talár,Pakistan,topic+title:stale,
UCA8J_Zc7a1XJDj8khpJfVlg,2,Q35280371,journalist,Johan Allers,NL,topic+title:politics,
UCAFuhBOu-oiMc5AgJjF-5-Q,2,Q55671447,newspaper,Merrill Foto News,United States,topic+title:stale,
UCATGf8vE2nWDdnEtBtfcsZw,2,Q56357311,YouTuber|blogger|journalist|pundit,Ali Alizadeh,GB,topic:politics,
UCAhm6OjXykipGIytuqt8_TA,2,Q55668484,newspaper,Daily Chief-Union,United States,topic+title:stale,
UCAvi0LVgGBl3kz1vS0I-ikA,2,Q20963418,journalist|news presenter,Ekaterina Kotrikadze,NL,topic:politics,
UCAzcEs3UXMKjnvgYMIsdY2A,2,Q55666911,newspaper,Falmouth Outlook,United States,topic+title:stale,
