channel_id,label,wd_item,wd_class,country,language,tier_reason
UC_8Z1ZbhSCEMKXWVKzQ88MA,Zetland,Q24633343,mass media|news media|news website|newspaper|online newspaper,Denmark,,topic+title
UC_AFL88oKJgUJb0jK_LiOrQ,Storyful,Q19716893,mass media|media company|news agency|news media,Ireland,,topic+title
UC_ECQ7g8SDINbJDXg72HaGw,Il T Quotidiano,Q124081064,newspaper,,,topic+title
UC_HwfTAcjBESKZRJq6BTCpg,KAN 11 news,Q55649865,mass media|news media,Israel,,topic
UC_NHP59LMl5GNSUgZWBNWQQ,Tokyo Investigative Newsroom Tansa,Q109365595,mass media|news media,Japan,,topic+title
UC_OQDYeix4XTxhLbppEMSzA,Supermarket News,Q108279742,magazine|mass media|news media,United States,English,topic+title
UC_PzHuZxnyVh4jRQjpfbXUg,Philippine News Agency,Q7185413,mass media|media company|news agency|news media,Philippines,,topic+title
UC_QKonrSANHUcQz__ykt0MA,Maddyness UK,Q123505580,mass media|news media|news website|newspaper|online newspaper,France,,topic+title
UC_SnyxINMcXSAwi7H1-v0xQ,The Post,Q7757856,magazine|mass media|newspaper,United States,English,topic
UC_WgSFSkn7112rmJQcHSUIQ,Berita Harian,Q12683855,newspaper,Singapore,Malay,topic+title
UC_chM6y3JSNPK2eRLDUEBBw,Dagens Industri,Q734293,newspaper,,Swedish,topic+title
UC_ckWIqMFLcqqRysFdGrUKQ,Claremont Courier,Q55665490,newspaper,United States,English,topic+title
UC_gUM8rL-Lrg6O3adPW9K1g,WION,Q23058781,mass media|news media|television station,India,,topic+title
UC_lH9Fu7wo3u-sYblbTe0RA,fontanka.ru,Q4491769,mass media|news media|news website|newspaper|online newspaper,Russia,Russian,topic+title
UC_loa7dpMUw8tlwsqcRyNAg,Q138637290,Q138637290|Q138637938,mass media|news media|news website,,Czech,topic
UC_wMhlGmskE2Ue-400XjofQ,LB.ua,Q4256874,mass media|news media|news website|newspaper|online newspaper,,Russian,topic+title
UC_y3NcZb_eSqVuRlrVeIgAA,Tribuna do Norte,Q10384603,newspaper,Brazil,Brazilian Portuguese,topic
UC_yYvYD0V7C2Q1ciAmRvs5Q,Follow The Money,Q59799143,mass media|news media|news website|newspaper|online newspaper,Netherlands,,topic+title
UCa2gbBXGeGh-Pdtugdg_qcQ,The Western Journal,Q29096488,mass media|news media|news website|newspaper|online newspaper,United States,English,topic+title
UCa5RL3gGjVKAiMvPdQVsdYQ,Catalunya Religió,Q20107836,mass media|news media|news website|newspaper|online newspaper,Spain,Catalan,topic+title
UCaDkCK6iFHPE0lmpaYL-WxQ,Ukrinform,Q987030,mass media|media company|news agency|news media|news website|newspaper|online newspaper,Ukraine,,topic+title
UCaGmdJSSiR7fkh2A-c6emsA,G1,Q5512664,mass media|news media|news website|newspaper|online newspaper,Brazil,,topic+title
UCaK2iEBGIbmpMKbw2Op63hw,Financiarul.ro,Q141112448,mass media|news media|news website|newspaper|online newspaper,Romania,Romanian,topic+title
UCaRTo-H6Q9QZVKu9tDi-0WQ,Dnevni avaz,Q278311,newspaper,Bosnia and Herzegovina,Bosnian,topic+title
UCaVv796NV1nixzxu_nXB5vw,The Independent Barents Observer,Q109286067,mass media|news media|news website|newspaper|online newspaper,Norway,English,topic+title
UCaYXWVFYirJdDmprjozHdmA,Vilaweb,Q3312518,mass media|news media|news website|newspaper|online newspaper,Spain,Catalan,topic+title
UCaceSjcJy048RDVV8374y4g,VietnamPlus,Q98965362,mass media|news media|news website|newspaper|online newspaper,Vietnam,English,topic+title
UCaeG9NIqdx-xcZGt7ETfkpA,Khaleej Times,Q1579995,newspaper,United Arab Emirates,English,topic+title
UCajVjEHDoVn_AHsunUZz_EQ,Republic Bangla,Q105740328,mass media|news media|television channel,India,Bangla,topic+title
UCakO72p30MX6ZovWn6Zy63Q,Federal News Agency,Q59577526,mass media|media company|news agency|news media,Bosnia and Herzegovina,,topic
UCanOTowtdVwkxsF0v-kxITw,Livingston County News,Q55668297,newspaper,United States,,topic
UCang68EpdbEOJn5njA8nb5A,Q117824809,Q117824809,magazine|mass media|media company|news agency|news media,,Finnish,topic
UCaqFv9hD-XJmPMzC5Yvtneg,The Dispatch,Q85806967,mass media|news media|news website|newspaper|online newspaper,,English,topic+title
UCasoYl00U85F9QW4j5xgMNQ,Crónica Global,Q20105526,mass media|news media|news website|newspaper|online newspaper,Spain,Spanish,topic+title
UCaucp1I-auhNKQOVWdYOCqg,ToManifesto.gr,Q139901419,mass media|news media|news website|newspaper,Greece,,topic
UCb0QdT_0kRbllttDQ8-De5Q,Osprey Observer,Q55665990,newspaper,United States,,topic+title
UCb0SCTuWPy0Lgr4NBYWzuGQ,Ethnos,Q2466270,newspaper,,Greek,topic
UCb6dZ1zNAjYMSMwVpd2bFLQ,Erem Business,Q114891288,mass media|news media|news website|newspaper|online newspaper,United Arab Emirates,Arabic,topic+title
UCbBm6SZ235HFxwVKC7Po5IA,News2Share,Q108275936,mass media|media company|news media|news website,United States,,topic+title
UCbGm4DXzUniUlgUb5d810ww,Voz das Comunidades,Q65161582,newspaper,Brazil,Portuguese,topic+title
UCbNaKxi1j-Q5jWZDpJZp56g,Ukraїner,Q85987519,mass media|news media|news website|newspaper|online newspaper,,,topic+title
UCbOHze1HgtkxYeB7NU9wiUg,Montsame,Q4302210,mass media|media company|news agency|news media,Mongolia,,topic+title
UCbOWn2npmKyqY_QX_MMZJ0Q,The Peninsula,Q7756544,newspaper,,English,topic+title
UCbXd9Cq1lHLZMVoHakv1GCg,PR TIMES,Q59186556,mass media|media company|news agency|news media,Japan,Japanese,topic+title
UCbnJMCY2WSvvGdqWrOjo8oQ,Youm7,Q4119059,newspaper,Egypt,Arabic,topic
UCbtlA3A-Ka5Ip5vo6NJ0RKA,Hetq Online,Q5748001,newspaper,Armenia,English,topic
UCbx4twDD-hVLdXFSqWiRUng,VPRO,Q1282036,public broadcaster,Netherlands,,topic+title
UCc3cBMPnUvyP4-pz_nYuXGg,La Prensa,Q3211909,mass media|news media|news website|newspaper|online newspaper,Nicaragua,Spanish,topic+title
UCcAEC9coM_6RmX0NHOfAbyQ,El Latino San Diego,Q55665687,newspaper,United States,,topic+title
UCcETUZIsyfh3Lp2EP5EVbQw,Medemblik Praat,Q130475822,mass media|news media|news website|newspaper|online newspaper,Netherlands,Dutch,topic+title
UCcLjimhzpEZCMeL2ItGpLAg,Fairfield County Business Journal,Q55665894,newspaper,United States,,topic+title
UCcN4ENZcg3rB2iBexNRuz2A,Omroep Zeeland,Q2479307,mass media|news media|news website,Netherlands,,topic+title
UCcP_lo1gEmnVAWe2WjRSvCg,Pulse Senegal,Q105269594,mass media|news media|news website|newspaper|online newspaper,Senegal,French,topic+title
UCcVAtohocjE7tkPmfK4Wlxw,Khaama Press,Q6398758,mass media|media company|news agency|news media|news website|newspaper|online newspaper,Afghanistan,English,topic+title
UCcXngksKUkE4sLl5Jgg9w5w,New Age,Q16764706,newspaper,Bangladesh,English,topic+title
UCcgI4-HdktIoAaRLOPgY9qQ,Trend News Agency,Q12251183,mass media|media company|news agency|news media,Azerbaijan,English,topic+title
UCckz6n8QccTd6K_xdwKqa0A,Agence France-Presse,Q40464,mass media|media company|news agency|news media,France,,topic
UCclIlP3EtlxWLM4TFKAA7Wg,Algeria Press Service,Q1162323,mass media|media company|news agency|news media,Algeria,,topic+title
UCcnbklgNqpqyYNyI66UnN4A,Montana Free Press,Q85786163,mass media|news media|news website,United States,,topic+title
UCd4prmyHlH43z8Tpk_DlnHA,Tatar-inform,Q20591695,mass media|media company|news agency|news media,Russia,Russian,topic
UCdPB7J77CNSNWC6Qh3Ys1fg,+972 Magazine,Q4454786,magazine|mass media|news media|news website|newspaper|online newspaper,Israel,English,topic+title
UCdS4i7wSZucYoSx_o7IptDQ,gazeta.ua,Q47080752,mass media|news media|news website|newspaper|online newspaper,Ukraine,,topic+title
UCdb_grOKaSOfg7n6x5BUo1A,Electronic organization for humanitarian media,Q121831758,mass media|news media,Yemen,,topic
UCdgTEm2PUItEF5NTyOrCLIA,UAportal,Q110598051,mass media|news media|news website|newspaper|online newspaper,Ukraine,Russian,topic+title
UCdp4_yTBhQmB8E339Lafzow,The Chosun Ilbo,Q483924,newspaper,South Korea,English,topic
UCdvuuMVutDaWMvGW3ZWv7bg,The Chenab Times,Q112168954,mass media|news media|newspaper,,English,topic+title
UCe-O-tGgzpiFpOqgwh-WmOA,Q133801296,Q133801296,mass media|news media|news website,,,topic
UCe4z-Xsj83_9MfrYgOg4hKg,Q-Notes,Q7265281,newspaper,,English,topic
UCeF6zU4ao8B0HSkHe-ceA3w,Makor Rishon,Q601702,newspaper,Israel,Hebrew,topic
UCeG7m5-AJ4I0H4EIleIty4Q,The Daily Prothom Alo,Q2156338,newspaper,Bangladesh,,topic+title
UCeHbMlHDec5NmJfiQXMYGXQ,Unicorn Riot,Q28136472,mass media|media company|news agency|news media,United States,,topic+title
UCeLc4heXqG9dtL7jiPHMBfQ,The Epoch Times,Q584472,newspaper,United States,multiple languages,topic+title
UCeLhDmZkX4vObMSOpewXJBA,Nasha Niva,Q1272304,magazine|mass media|news media|news website|newspaper|online newspaper,Belarus,Russian,topic
UCeRgg1LlhMyGRFwaniNyDeA,Echo,Q114398988,mass media|news media|news website,Germany,Russian,topic
UCeY0bbntWzzVIaj2z3QigXg,NBC News,Q2877626,mass media|media company|news media|news website|newspaper|online newspaper|television channel|television station,United States,,topic+title
UCe_VgLz1y99hUF1q5ppQesA,Denník N,Q20051147,newspaper,Slovakia,Slovak,topic+title
UCe_fJ4zOGgPhswJkSRUGxUA,Cagdas Kocaeli,Q138610686,mass media|news media|news website|newspaper|online newspaper,Turkey,Turkish,topic+title
UCeeIVm3bKqeidZBKMUoTdBA,Q134363319,Q134363319,mass media|media company|news agency|news media,Greece,,topic
UCef1-8eOpJgud7szVPlZQAQ,CNN-News18,Q1023924,mass media|news media|news website|television channel|television station,United States,English,topic+title
UCelevrrg2g7NdlrJMPrunhw,Bahia Notícias,Q100243255,mass media|news media|news website,Brazil,,topic+title
UCepda0DttkF-Pk7dYnKs7Xw,OberpfalzECHO,Q125824137,mass media|news media|news website|newspaper|online newspaper,Germany,German,topic+title
UCevYVGcxaEnt6bss0l57gXQ,Quê Hương Media,Q125699445,mass media|media company|newspaper|radio station|television station,United States,Vietnamese,topic+title
UCew8bLiDgkU7_Cci-YP8iGA,Documento,Q77071263,newspaper,,Greek,topic+title
UCewCc-SFaYvMX__bRx9Y6aw,Salidarnast (newspaper),Q12150328,mass media|news media|news website|newspaper|online newspaper,Belarus,Russian,topic
UCfC_tMmlR4FPRmnBmOqxv6w,Deebs Magazine,Q131404410,magazine|mass media|news media|news website,Angola,Portuguese,topic+title
UCfCk_ylzLy6nz2NpW25DY5w,Expressen,Q971383,newspaper,Sweden,Swedish,topic+title
UCfiwzLy-8yKzIbsmZTzxDgw,Al Jazeera,Q13477,mass media|news media|news website|television station,Qatar,,topic
UCfqSMELWF9cQPbiB74gYuWA,Enab Baladi,Q22080795,mass media|news media|news website|newspaper|online newspaper,Syria,Arabic,topic+title
UCfrlkifp1NKxUnONQi4IFqA,Rappahannock News,Q55671340,newspaper,United States,,topic+title
UCg-Ba0Ib9k_Nae4ciNYa5jw,Svenska Dagbladet,Q1504847,newspaper,Sweden,Swedish,topic+title
UCg4eb1u9lp8caKH5tlabiJg,Mash,Q48954641,mass media|news media|news website|newspaper|online newspaper,Russia,,topic+title:alt
UCg8EwsqYmiw7G267xxPyXsg,NOWnews,Q10883984,mass media|news media|news website,Taiwan,,topic+title
UCgDEOg6uiTmYweYkGQaJZYQ,Q132038572,Q132038572,mass media|news media|news website|newspaper|online newspaper,Belarus,Russian,topic
UCgFP46yVT-GG4o1TgXn-04Q,China Uncensored,Q53330288,mass media|news media|news program,,,topic+title
UCgK8xt3OJKTWbPYL9YnYYnw,Outsports,Q7113031,mass media|news media|news website,United States,,topic+title
UCghYkAMuDrjjHX3Fd5zwXEg,Ukraїner,Q85987519,mass media|news media|news website|newspaper|online newspaper,,,topic
UCgp4A6I8LCWrhUzn-5SbKvA,TVC News,Q28401298,mass media|news media|television station,Nigeria,English,topic+title
UCgv0NMB-tp7Y0oMZ-cski8w,D-Cuba,Q140307968,mass media|news media|news website,,Spanish,topic+title
UCgxXuXHJ4VwovSTvDiWlzZQ,PTS Talks,Q11092221,mass media|news media|news program,,,topic
UCh3MNRzicd8Yb_EX3Ml2JNA,Luxemburger Wort,Q1751317,newspaper,Luxembourg,French,topic+title
UChDQ6nYN6XyRU-8IEgbym1g,Recorder,Q131405470,mass media|media company|news media|news website|newspaper|online newspaper|television channel,Romania,Romanian,topic+title
UChdzltlbgLBpV3KbvzX89Qw,El MIRA,Q62009565,mass media|news media|news website|newspaper|online newspaper,Spain,Spanish,topic+title
UChnN1D-OCyACuu1KDscKlwA,Village Ukraine,Q119361981,mass media|news media|news website|newspaper|online newspaper,Ukraine,,topic+title
UChparf_xrUZ_CJGQY5g4aEg,Ukrainska Pravda,Q904463,mass media|news media|news website|newspaper|online newspaper,Ukraine,English,topic
UCi-edpUjtqD7YzmukwxG72Q,Libertatea,Q6541479,newspaper,Romania,Romanian,topic+title
UCi1DyiNlqBF6myQeFujJeww,Jewish Insider,Q116775079,mass media|news media|news website,,English,topic+title
UCi7Zk9baY1tvdlgxIML8MXg,CTV News,Q5014635,mass media|media company|news agency|news media,Canada,,topic+title
UCi7oQBZ4Amu_xPxc78F970A,Snoop.ro,Q133252363,newspaper,Romania,,topic+title
UCiJ6RBthQvEPI4UsSNtM8jw,Radio Azattyq,Q120483504,mass media|news media|news website|newspaper|online newspaper|radio station,Kazakhstan,Russian,topic+title
UCiOrOk3NQGW2GafvjLJknMA,The Korea Times,Q486950,newspaper,South Korea,English,topic+title
UCiV4foEjB0C37HU5ZXIKv3A,Q140398679,Q140398679,mass media|news media|news website|newspaper|online newspaper,Colombia,Spanish,topic
UCiWMFQCGvwGSc8QWHOqcQhw,RFE/RL's Russian Service,Q120484020,mass media|news media|news website|newspaper|online newspaper|radio station,,Russian,topic
UCicmqOz0mgEUY_NqgEbWy1A,La Derecha Diario,Q136658631,mass media|news media|news website|newspaper|online newspaper,Argentina,,topic+title
UCidVj2yCg1jQrvXsfA01eWQ,The Standard,Q908244,newspaper,,English,topic+title
UCip8ve30-AoX2y2OtAAmqFA,NHK,Q212128,mass media|public broadcaster|radio station|television station,Japan,,topic+title
UCisowXt5wZkp2sR3rFh9lnQ,Q136932915,Q136932915,mass media|news media|television channel|television station,Israel,,topic
UCiyr8eopCxMT5YBZlK7-v3A,Idel.Realities,Q109731240,mass media|news media|news website|newspaper|online newspaper,Russia,Russian,topic+title
UCj3HQ6UFUegmIvSH4NBGfxQ,Q896716,Q896716,newspaper,,German,topic
UCj3_t5p4L4aFsvdW3uHjnnw,Yonhap News Agency,Q333206,mass media|media company|news agency|news media,South Korea,,topic
UCj41LMgg5G085QyTsSgy1TQ,Accuracy in Media,Q4167245,mass media|news media|news website,United States,,topic+title
UCjC_j2F4ftvkaN3oXGcXzTA,PRESIDENT Online,Q118213518,mass media|news media|news website,,,topic
UCjENGnZvswkYwNiNMfDoIeg,Shargh,Q4819149,newspaper,,,topic
UCjV6LnXFtXzWoYxnq-zIvXw,The Guardian,Q7738431,newspaper,Nigeria,English,topic
UCjXAR6zEMWNgRqEjP9gt1TA,Delo,Q3487776,newspaper,Slovenia,Slovene,topic+title
UCjdTlmtMC1H6i4wQ2FTfYKA,The Cambodia China Times,Q130757719,mass media|news media|news website,Cambodia,Chinese,topic
UCk-KRpkMl4JRE97-gaDusQA,Yicai Global,Q48913702,mass media|news media|news website,,English,topic+title
UCk-rlf99uFhzNSu5VrhNsmA,Yeongnam Ilbo,Q16178885,newspaper,South Korea,Korean,topic
UCk34DAiWZ1hTX9uOKnHgyow,Lietuvos rytas,Q1824397,newspaper,Lithuania,Lithuanian,topic
UCk57CNPiYHAK9XdMc1fq7uQ,PRESIDENT Online,Q118213518,mass media|news media|news website,,,topic+title
UCk6JMYUcGDarZYNb-mPPLPA,L'Alternative,Q118524810,newspaper,Togo,French,topic+title
UCk77z4G2lg2_wFoFRz6XZSg,Prabhasakshi,Q15658392,newspaper,India,Hindi,topic+title
UCk8a6ogkkg1EcVysur1Wb9A,Ming Pao,Q1674139,newspaper,People's Republic of China,Traditional Chinese,topic
UCkC8OTZmPhHVk_p5PDxfBUQ,Unseen Japan,Q131703147,mass media|news media|news website|newspaper|online newspaper,Japan,,topic+title
UCkCYv06O4w0GOfdW2Ey8jvg,The Objective,Q30034736,magazine|mass media|news media|news website|newspaper|online newspaper,Spain,Spanish,topic+title
UCkCsCF9VgO-yXDc4rvRDydA,Ziarul de Gardă,Q8071383,mass media|news media|news website|newspaper|online newspaper,Moldova,English,topic+title
UCkPGvIEUEmSXxLkOHWSL54w,Coin World,Q5141538,newspaper,,English,topic+title
UCkZ8KLm2sYMGyFcwNnNHkBg,Q106807396,Q106807396,newspaper,,French,topic
UCkfQzn6AmOxzO9Kzrlj6FSQ,newsbeast,Q114688229,mass media|news media|news website,Greece,,topic+title
UCkjItKWXaynj7EPfQ-harrQ,Courthouse News Service,Q5178516,mass media|media company|news agency|news media,United States,,topic+title
UCkmJ-kO_vjVa78kKvirsysQ,Business Insider Japan,Q118512270,mass media|news media|news website,,,topic
UCknIh8AmcLJAhfDycFyddHg,14ymedio,Q18343421,mass media|news media|news website|newspaper|online newspaper,Cuba,Spanish,topic+title
UCknKEREcKsqhB9DFvT61LZQ,TOLOnews,Q7670977,mass media|news media|news website|newspaper|online newspaper|television station,Afghanistan,,topic+title
UCkohPTwjkan3z7_cPylpTKg,World Journal,Q8035879,newspaper,United States,Chinese,topic+title
UCkvm5aDEB3eVufw9Qnk6qow,Cyprus Broadcasting Corporation,Q1072242,public broadcaster,Cyprus,,topic
UCkxZ5yUZFf1Vogm-scZM51A,Kontra News,Q20886000,newspaper,,Greek,topic+title
UClK6gVLWoRPRWBBeIJrCmRA,Croatian News Agency,Q3040168,mass media|media company|news agency|news media,Croatia,Croatian,topic
UClUnvhmDlINtNHs9bHoaU0A,Q107286947,Q107286947,newspaper,Belarus,,topic
UClXSeR8UCA7c_Ys6lFqxX7Q,Saudi Press Agency,Q12251169,mass media|media company|news agency|news media,Saudi Arabia,,topic
UClYCOHIp9ocjKOhkj4-TMyw,The Hamilton Spectator,Q7738681,newspaper,Canada,English,topic
UCleQuH6mATntlGW248C-6eQ,MindaNews,Q6863597,newspaper,Philippines,English,topic+title
UCliLFbDUdp5P1RQzyHYgtFQ,Seoul Shinmun,Q482744,newspaper,South Korea,Korean,topic
UClnMSAg4RVYdSLx6098RI-Q,Polish Press Agency,Q1484980,mass media|media company|news agency|news media,Poland,,topic+title
UClp20VPdEJWFrNJAXdpMV7A,Pacific Coast Business Times,Q55665715,newspaper,United States,English,topic+title
UClr942ySnwyl02ngavqNdrw,The Washington Informer,Q7773641,newspaper,United States,English,topic+title
UClwRo2CNeLwfyzR3L9ltDJw,Business Insider Japan,Q118512270,mass media|news media|news website,,,topic+title
UCm1iosBCZD1E-3rCOZVgvDg,El Khabar,Q1324287,newspaper,Algeria,Arabic,topic+title
UCm5glKgewJHdzk77qhpXNMw,Deutsche Welle,Q153770,mass media|public broadcaster|television station,Germany,,topic
UCm7lHFkt2yB_WzL67aruVBQ,Hindustan Times,Q41595,newspaper,India,English,topic+title
UCmARaX5QAWCzvfQe3jJ7Kxg,APTN National News,Q2819340,mass media|news media|news program,Canada,,topic+title
UCmBT5CqUxf3-K5_IU9tVtBg,Vietnam News Agency,Q10825953,mass media|media company|news agency|news media,Vietnam,,topic
UCmG-Pfys3eBm5yKVaYWieOg,Cincinnati Business Courier,Q55668435,newspaper,United States,English,topic+title
UCmHebs0AvwhaTJoWXxkOPLQ,The Phuket News,Q16947993,newspaper,Thailand,English,topic+title
UCmI6Qe9EiMTyJeFdmf2sgvA,Roya News,Q124335263,newspaper,Jordan,,topic+title
UCmYuiV9wAR3i8p19Ygc7izg,Folha de S. Paulo,Q1435379,mass media|news media|news website|newspaper|online newspaper,Brazil,Portuguese,topic+title
UCmbhrKMU_X7Gi47bZEEajEQ,StreetPress,Q3500224,mass media|news media|news website|newspaper|online newspaper,France,French,topic+title
UCmdVfsLHu18lCkKYXSOGUxg,CTnews,Q697429|Q9384489,mass media|news media|news website|newspaper|online newspaper,Taiwan,,topic
UCmgaN2URHsVO5bDzdXVTZRQ,Stone County Leader,Q55665370,newspaper,United States,,topic+title
UCmgnsaQIK1IR808Ebde-ssA,Breitbart News,Q4960434,mass media|news media|news website,United States,English,topic+title
UCmkgkpuRbUGzwLSpnV2nevQ,Rio TV Câmara,Q131721910,public broadcaster|television station,Brazil,,topic+title
UCmsrXvrQ1S_61vVO-fNL-Mg,The Recount,Q112633020,mass media|news media|news website|newspaper|online newspaper,United States,,topic+title
UCmthGGDfluhLV2Zt6MPWBeA,Daily News,Q55594121,newspaper,United States,,topic
UCmv5DbNpxH8X2eQxJBqEjKQ,CCTV+,Q39048616,mass media|media company|news agency|news media,People's Republic of China,,topic+title
UCn-f5Ob36KeOr-zCWdE0HTQ,The Texan,Q107643322,mass media|news media|news website,United States,,topic+title
UCn4sPeUomNGIr26bElVdDYg,NowThis News,Q16927746,mass media|news media|news website,United States,,topic+title
UCn6dNfiRE_Xunu7iMyvD7AA,Habertürk,Q5636741|Q6092925,newspaper|television station,Turkey,Turkish,topic+title
UCn7wWR5KnpX_N6ZaBNuyVYw,Westdeutscher Rundfunk,Q203453,media company|public broadcaster,Germany,,topic
UCnBAhMdvPxMqDKL-mCeENHQ,Khaosan Pathet Lao,Q431150,mass media|media company|news agency|news media,Laos,,topic+title
UCnD_UXQp6GHIHzQ-ZNbom3g,Business Online,Q30888680,mass media|news media|news website|newspaper|online newspaper,Russia,Russian,topic
UCnetEdV8EwzGn36f3pq50ZA,The Daily Samakal,Q7408501,newspaper,,Bangla,topic+title
UCoNYj9OFHZn3ACmmeRCPwbA,SET iNEWS Channel,Q10866562,mass media|news media|television channel,Taiwan,,topic+title
UCoQBJMzcwmXrRSHBFAlTsIw,FNN PRIME online,Q124919956,mass media|news media|news website,,,topic+title
UCoecqVX0a4Ut6KZqmoLJbKQ,Sanjhi Khabar,Q113613271,newspaper,India,Punjabi,topic+title
UCoiydSu2BG9axZmoY8zpQrg,Money Today,Q12595017,media company|newspaper,South Korea,Korean,topic
UCojJNXcer3yKj9Q-RWOFZuw,Flemish Radio and Television Broadcasting Organization,Q12858,public broadcaster,Belgium,,topic
UConF7EQiw1TV-_9nMYy8lgw,Walla!,Q25489015,mass media|news media|news website|newspaper|online newspaper,Israel,Hebrew,topic
UCovFGCl1Ff26xqtua8mnL5A,i-bejar,Q111747619,newspaper,Spain,,topic+title
UCp-nh5Fe_YD4baFpypQApyA,Caucasian Knot,Q16829008,mass media|news media|news website|newspaper|online newspaper,Russia,English,topic
UCp2f7tGJGN6R9Muxipem8Nw,Globle News Channel,Q60995810,mass media|news media|television channel,Taiwan,,topic
UCp8yzaytY4QH3mWMlMUKp8Q,Catholic Press Agency of the Bishops' Conference of Bosnia and Herzegovina,Q12634315,mass media|media company|news agency|news media,Bosnia and Herzegovina,,topic
UCpJNsBEupVtlLlVIYw-kFpg,24sata,Q217315,newspaper,,Croatian,topic+title
UCpJnFmqACjwpjZg_LUHq5-w,Santa Monica Observer,Q7419804,newspaper,United States,English,topic+title
UCpWvshQVx1d7BqCsPnVuNIw,The Star,Q3522843,mass media|news media|news website|newspaper|online newspaper,Malaysia,English,topic+title
UCpZ2bcT9tbTCEb7ouhpXAtg,SpazioCrypto,Q140420005,mass media|news media|news website|newspaper|online newspaper,Italy,French,topic+title:alt
UCp_nW0vhOcxb-i8Yxmq4lOA,Borneo Bulletin,Q4946070,newspaper,Brunei,English,topic+title
UCpbfXQsYBJTwq5lCkwGIeuQ,China News Service,Q969272,mass media|media company|news agency|news media,People's Republic of China,,topic
UCpckFMXHK50jljq73fNXNVw,thinQ360,Q139763398,mass media|news media|news website,India,Hindi,topic+title
UCpfZqY4SGVhHxF8x4XMWNew,Masrawy,Q6783942,mass media|news media|news website|newspaper|online newspaper,,Arabic,topic+title
UCpilKNqQxRBj6dwZKK44xHw,Videnskab.dk,Q12340941,mass media|news media|news website|newspaper|online newspaper,,Danish,topic+title
UCpu3bemTQwAU8PqM4kJdoEQ,CTi News,Q5014664,mass media|news media|television channel|television station,Taiwan,,topic
UCpvT09HPVoyBd4i1rHU2tVg,Erem News,Q108857582,mass media|news media|news website|newspaper|online newspaper,United Arab Emirates,Arabic,topic+title
UCqC6aKlxw26pDitXHL7OjqQ,Takie dela,Q106472939,mass media|news media|news website|newspaper|online newspaper,Russia,,topic
UCqOtbLqQ0diBGz6hGHXS6gg,Citrus County Chronicle,Q55666012,newspaper,United States,English,topic
UCqQHuAPCGwf5rD1pMKqXPYA,Zaman al Wsl,Q31077297,mass media|news media|news website|newspaper|online newspaper,Syria,,topic+title
UCqTa3sNT6SfiQ2DQK_kuWlA,oneindia,Q7093691,mass media|news media|news website,India,,topic+title
UCqdeZSLQtDWMA7JxPeXJiGA,Sai Gon Giai Phong,Q7399786,newspaper,,Vietnamese,topic+title
UCqnbDFdCpuN8CMEg0VuEBqA,The New York Times,Q9684,newspaper,United States,English,topic+title
UCqso_WZbRLRpKHstlHQj5TA,Amazônia Real,Q109774525,mass media|media company|news agency|news media|news website,Brazil,Brazilian Portuguese,topic+title
UCr2LSro_9yZvng8HR2eDExA,Forbes Russia,Q48945044,magazine|mass media|news media|news website,,Russian,topic+title
UCr3tVUYEqvVJTPqkggTFnyg,Quds News Network,Q76537273,mass media|media company|news agency|news media,Palestine,English,topic+title
UCrBObJKg_1DVmQxjnkhSbwQ,BTC-ECHO,Q139379017,mass media|news media|news website,Germany,German,topic+title
UCrE9AV3AbYt-m-JaM2V5klw,Q130611858,Q130611858,mass media|news media|news website|newspaper|online newspaper,France,French,topic
UCrFKQ7T6v77iLLYNl19_QZQ,hamechadesh,Q104628019,mass media|news media|news website,Israel,,topic
UCrSC9vdaSRlES5QJwKHhbJA,Kazinform,Q4208363,mass media|media company|news agency|news media,Kazakhstan,,topic+title
UCrUXUGJyNQjnTsKY_k_U2qg,Golden Gate Xpress,Q115148678,magazine|mass media|newspaper,,,topic+title
UCrbQxu0YkoVWu2dw5b1MzNg,Lianhe Zaobao,Q3273611,newspaper,Singapore,Simplified Chinese,topic
UCrbctXCueK60wHFE2o8YL-Q,Liberty Times,Q697462,mass media|news media|news website|newspaper|online newspaper,Taiwan,Standard Taiwanese Mandarin,topic
UCrhOdWxeea0IF_H7jV4y7tQ,Syri Television,Q115801956,mass media|media company|news agency|news media|television channel,Albania,,topic+title
UCrlXI2X3HF72ldGIOiVzUmA,Q137830699,Q137830699,newspaper,Germany,German,topic
UCrp2It0yWUC7XcrWyBIQeKw,Nexta,Q98148856,mass media|news media|news website|newspaper|online newspaper,Belarus,English,topic+title
UCrpP-x96-nQD84VsNyILRtA,New Mexico Daily Lobo,Q116302609,magazine|mass media|newspaper,United States,English,topic
UCrqIV7DB9BcS30URvfGAmsg,Radio Racyja,Q815265,mass media|news media|radio station,Poland,,topic
UCrwJa6KRHWnJpJPZNeKKcvA,Tuổi Trẻ,Q7853413,newspaper,,Vietnamese,topic+title
UCrwL1riPULt1IclIcmOSdiA,Echo,Q114398988,mass media|news media|news website,Germany,Russian,topic
UCs0xZ60FSNxFxHPVFFsXNTA,Tamil Murasu,Q3536298,newspaper,Singapore,Tamil,topic+title
UCs8I8inqV5b-_UY0Hm7K0Jg,Echo,Q114398988,mass media|news media|news website,Germany,Russian,topic
UCs8Mm9kxyb9A5T_42P4ooPQ,iNyheter,Q113623150,mass media|news media|news website|newspaper|online newspaper,Norway,Bokmål,topic+title
